runge results
+-------------+----------------------+-------------------------+------------------------+
| Num samples | Initial num of knots | Best num interior knots |       Tolerance        |
|      90     |          77          |            51           |  7.68145867797998e-05  |
|      90     |          78          |            52           | 4.835643708680365e-05  |
|      90     |          79          |            49           | 6.823429496025102e-05  |
|      90     |          80          |            50           | 6.094691201880692e-05  |
|      90     |          81          |            51           | 8.403138749586703e-05  |
|      90     |          82          |            54           | 8.064562830879807e-05  |
|      90     |          83          |            55           | 7.633764749680194e-05  |
|      90     |          84          |            54           | 4.1992435711242504e-05 |
|      90     |          85          |            51           | 8.686878857378649e-05  |
|      90     |          86          |            56           | 9.030551546967969e-05  |
|     100     |          33          |            31           | 0.0005004375146846485  |
|     100     |          34          |            32           | 0.0005283137020893891  |
|     100     |          35          |            33           | 0.00038576706661763716 |
|     100     |          36          |            34           | 0.00038258499179177896 |
|     100     |          37          |            35           | 0.0003013828948466024  |
|     100     |          38          |            36           | 0.00028067762961114795 |
|     100     |          39          |            37           | 0.00023754825889799047 |
|     100     |          40          |            38           | 0.00020868676993612834 |
|     100     |          41          |            39           | 0.00018865031858661396 |
|     100     |          42          |            40           | 0.00015866372528738903 |
|     100     |          43          |            41           | 0.00015333505570547246 |
|     100     |          44          |            42           | 0.00012057575973456469 |
|     100     |          45          |            43           | 0.00012524006468250803 |
|     100     |          46          |            44           | 0.00010218174527065749 |
|     100     |          47          |            45           | 0.00010195284753189426 |
|     100     |          48          |            32           | 8.723797232224051e-05  |
|     100     |          49          |            33           | 8.384184195076028e-05  |
|     100     |          50          |            34           |  7.30402969723043e-05  |
|     100     |          51          |            35           | 6.977995045576169e-05  |
|     100     |          52          |            34           | 9.471889835415553e-05  |
|     100     |          53          |            35           | 8.498161015575018e-05  |
|     100     |          54          |            36           | 7.610354166138339e-05  |
|     100     |          55          |            37           | 6.852686404443947e-05  |
|     100     |          56          |            34           | 7.778746038199225e-05  |
|     100     |          57          |            37           |  9.69825165811275e-05  |
|     100     |          58          |            38           | 8.782438668374776e-05  |
|     100     |          59          |            39           | 7.944204821920542e-05  |
|     100     |          60          |            40           | 7.208537088222028e-05  |
|     100     |          61          |            41           |  6.56590064857035e-05  |
|     100     |          62          |            40           | 9.879123665424566e-05  |
|     100     |          63          |            41           | 9.015396054270347e-05  |
|     100     |          64          |            40           |  8.44132711341275e-05  |
|     100     |          65          |            43           | 7.634983710290422e-05  |
|     100     |          66          |            44           | 7.037758328658217e-05  |
|     100     |          67          |            39           | 8.416081277679704e-05  |
|     100     |          68          |            44           | 9.477823464587587e-05  |
|     100     |          69          |            45           | 8.824166637726172e-05  |
|     100     |          70          |            46           | 8.254639252655571e-05  |
|     100     |          71          |            47           | 7.619199388655962e-05  |
|     100     |          72          |            48           | 6.909487913937806e-05  |
|     100     |          73          |            45           | 9.934083341180122e-05  |
|     100     |          74          |            48           | 9.379981723946218e-05  |
|     100     |          75          |            49           | 8.731654180348103e-05  |
|     100     |          76          |            50           |  8.00370716069615e-05  |
|     100     |          77          |            51           | 7.478669986581143e-05  |
|     100     |          78          |            48           | 7.732679558889594e-05  |
|     100     |          79          |            51           | 9.865842547193693e-05  |
|     100     |          80          |            52           | 9.074220305292646e-05  |
|     100     |          81          |            53           | 8.487319220322476e-05  |
|     100     |          82          |            52           | 8.088266750580497e-05  |
|     100     |          83          |            55           | 7.474668973117549e-05  |
|     100     |          84          |            56           | 6.881368787053921e-05  |
|     100     |          85          |            55           | 9.281762732057941e-05  |
|     100     |          86          |            56           | 9.081616833125916e-05  |
|     100     |          87          |            57           | 8.606161184654404e-05  |
|     100     |          88          |            58           | 7.733050598576763e-05  |
|     100     |          89          |            55           |  7.66020866690767e-05  |
|     100     |          90          |            58           | 9.822995448792449e-05  |
|     100     |          91          |            57           | 9.500825269705138e-05  |
|     100     |          92          |            60           | 8.963251727926724e-05  |
|     100     |          93          |            61           | 8.458256823565269e-05  |
|     100     |          94          |            62           | 7.838620133845953e-05  |
|     100     |          95          |            63           | 7.274112071464778e-05  |
|     100     |          96          |            62           | 9.853292228954869e-05  |
|     110     |          36          |            34           | 0.0003867785412206004  |
|     110     |          37          |            35           | 0.00030087919511889716 |
|     110     |          38          |            36           |  0.000286551367068566  |
|     110     |          39          |            37           | 0.00023608816650710907 |
|     110     |          40          |            38           | 0.00021547293778223509 |
|     110     |          41          |            39           | 0.00018803972791281431 |
|     110     |          42          |            40           | 0.0001637336344475493  |
|     110     |          43          |            41           | 0.0001511852417792614  |
|     110     |          44          |            42           | 0.0001258269204372775  |
|     110     |          45          |            43           | 0.0001224963512966859  |
|     110     |          46          |            30           | 9.864673319304185e-05  |
|     110     |          47          |            45           | 0.0001014671314895077  |
|     110     |          48          |            30           | 8.477877759631436e-05  |
|     110     |          49          |            33           | 8.434865441708794e-05  |
|     110     |          50          |            34           | 7.113505933131758e-05  |
|     110     |          51          |            33           | 6.995883573324146e-05  |
|     110     |          52          |            34           | 9.863661421358888e-05  |
|     110     |          53          |            33           | 8.845845000585856e-05  |
|     110     |          54          |            36           | 7.937670595837415e-05  |
|     110     |          55          |            37           | 7.153556727113736e-05  |
|     110     |          56          |            36           | 6.456862458606438e-05  |
|     110     |          57          |            39           | 5.832361297011118e-05  |
|     110     |          58          |            38           | 9.147395301754152e-05  |
|     110     |          59          |            37           | 6.030548020131976e-05  |
|     110     |          60          |            40           |  7.52441239206883e-05  |
|     110     |          61          |            41           | 6.855082845314692e-05  |
|     110     |          62          |            40           | 4.565454976529493e-05  |
|     110     |          63          |            41           | 9.390796265335011e-05  |
|     110     |          64          |            40           |  8.56614615700399e-05  |
|     110     |          65          |            41           | 5.942160897158544e-05  |
|     110     |          66          |            44           | 7.196431213730287e-05  |
|     110     |          67          |            43           | 6.600736085789899e-05  |
|     110     |          68          |            44           | 9.593173364975255e-05  |
|     110     |          69          |            45           | 8.816119098120634e-05  |
|     110     |          70          |            42           | 9.897973905887564e-05  |
|     110     |          71          |            47           | 7.490706311650414e-05  |
|     110     |          72          |            48           | 6.972929745970025e-05  |
|     110     |          73          |            45           | 9.816799879786009e-05  |
|     110     |          74          |            46           | 8.427803879923479e-05  |
|     110     |          75          |            47           | 8.694996051966664e-05  |
|     110     |          76          |            48           |  4.68335525657948e-05  |
|     110     |          77          |            51           | 7.489080189651554e-05  |
|     110     |          78          |            48           | 6.259725122974985e-05  |
|     110     |          79          |            49           | 9.760053103929911e-05  |
|     110     |          80          |            50           | 8.135455316062717e-05  |
|     110     |          81          |            49           | 9.550463988071412e-05  |
|     110     |          82          |            54           | 7.833377799981722e-05  |
|     110     |          83          |            53           | 4.424078614240906e-05  |
|     110     |          84          |            52           | 6.177258966964111e-05  |
|     110     |          85          |            55           | 9.610327696288334e-05  |
|     110     |          86          |            52           | 7.878022731237777e-05  |
|     110     |          87          |            53           | 9.096917266063903e-05  |
|     110     |          88          |            58           | 7.954658550829441e-05  |
|     110     |          89          |            57           | 7.370695922340187e-05  |
|     110     |          90          |            56           | 9.901593739060355e-05  |
|     110     |          91          |            59           |  5.73089854808001e-05  |
|     110     |          92          |            56           | 7.646180741611303e-05  |
|     110     |          93          |            57           | 8.698957860311246e-05  |
|     110     |          94          |            60           | 7.731817978187672e-05  |
|     110     |          95          |            61           | 7.493172043816776e-05  |
|     110     |          96          |            62           | 9.846333043063427e-05  |
|     110     |          97          |            61           | 5.665252581884411e-05  |
|     110     |          98          |            60           | 7.417671100778261e-05  |
|     110     |          99          |            65           | 8.269779128726451e-05  |
|     110     |         100          |            64           | 7.719656933014019e-05  |
|     110     |         101          |            65           | 7.437670792455331e-05  |
|     110     |         102          |            66           |  9.75670584913435e-05  |
|     110     |         103          |            65           | 9.177991624809145e-05  |
|     110     |         104          |            62           | 9.716065807947177e-05  |
|     110     |         105          |            67           | 7.984902954936979e-05  |
|     110     |         106          |            68           | 7.906584147580886e-05  |
|     120     |          40          |            38           | 0.0002182407663163799  |
|     120     |          41          |            39           | 0.00018741841110414548 |
|     120     |          42          |            40           | 0.00016743498303994908 |
|     120     |          43          |            41           | 0.00015003490443232792 |
|     120     |          44          |            42           | 0.00013015719094389144 |
|     120     |          45          |            43           | 0.00012192982656145102 |
|     120     |          46          |            44           | 0.00010192260108665696 |
|     120     |          47          |            31           | 9.998227396434967e-05  |
|     120     |          48          |            30           | 8.770969664225609e-05  |
|     120     |          49          |            31           | 9.870080636560641e-05  |
|     120     |          50          |            34           | 6.477966144058378e-05  |
|     120     |          51          |            31           | 7.867463799051538e-05  |
|     120     |          52          |            36           | 5.739367948109919e-05  |
|     120     |          53          |            35           | 9.146494770116698e-05  |
|     120     |          54          |            36           | 5.709003614142588e-05  |
|     120     |          55          |            37           | 7.409472943040174e-05  |
|     120     |          56          |            38           | 6.690116722663647e-05  |
|     120     |          57          |            37           | 7.592340327417652e-05  |
|     120     |          58          |            38           | 9.454425994331189e-05  |
|     120     |          59          |            37           | 8.567505357823246e-05  |
|     120     |          60          |            40           | 7.793487437508795e-05  |
|     120     |          61          |            41           |  7.09821258148835e-05  |
|     120     |          62          |            40           | 6.469005833911051e-05  |
|     120     |          63          |            41           | 9.710539184511896e-05  |
|     120     |          64          |            42           | 6.717258295577816e-05  |
|     120     |          65          |            43           | 8.120471277558994e-05  |
|     120     |          66          |            44           | 7.453736155542401e-05  |
|     120     |          67          |            43           | 8.404141637428225e-05  |
|     120     |          68          |            44           | 9.920720261653165e-05  |
|     120     |          69          |            45           | 9.114164818981724e-05  |
|     120     |          70          |            44           | 6.567945729143293e-05  |
|     120     |          71          |            47           |  7.76196045780761e-05  |
|     120     |          72          |            46           | 8.715853497071047e-05  |
|     120     |          73          |            45           |  8.06268742144789e-05  |
|     120     |          74          |            48           | 9.335784845020123e-05  |
|     120     |          75          |            49           | 8.645172186716454e-05  |
|     120     |          76          |            48           | 6.428988296180299e-05  |
|     120     |          77          |            51           | 7.458107922762164e-05  |
|     120     |          78          |            50           | 8.349064124684585e-05  |
|     120     |          79          |            51           |  7.76661070956558e-05  |
|     120     |          80          |            52           |  9.05604890178574e-05  |
|     120     |          81          |            49           | 9.871112411363736e-05  |
|     120     |          82          |            54           | 6.301989839067185e-05  |
|     120     |          83          |            53           |  6.84746211253584e-05  |
|     120     |          84          |            52           | 8.034983400530271e-05  |
|     120     |          85          |            53           | 8.706985027597675e-05  |
|     120     |          86          |            56           | 9.030484876036693e-05  |
|     120     |          87          |            55           | 5.2694076104836673e-05 |
|     120     |          88          |            58           |  6.18824599410775e-05  |
|     120     |          89          |            57           | 6.725300005749196e-05  |
|     120     |          90          |            56           |  8.95617402457971e-05  |
|     120     |          91          |            59           | 6.623551172142694e-05  |
|     120     |          92          |            56           | 9.582318850064747e-05  |
|     120     |          93          |            61           | 5.265864452996122e-05  |
|     120     |          94          |            62           |  4.96509453788499e-05  |
|     120     |          95          |            59           | 6.613209817334098e-05  |
|     120     |          96          |            60           | 8.651058463698957e-05  |
|     120     |          97          |            61           | 9.738208272384863e-05  |
|     120     |          98          |            60           | 8.406130698960373e-05  |
|     120     |          99          |            65           | 8.135695928603026e-05  |
|     120     |         100          |            66           | 4.9744898487906475e-05 |
|     120     |         101          |            63           | 6.507577482908061e-05  |
|     120     |         102          |            64           | 8.377635263141087e-05  |
|     120     |         103          |            63           | 8.577721683599576e-05  |
|     120     |         104          |            68           | 8.489382755373642e-05  |
|     120     |         105          |            69           | 8.245413258049783e-05  |
|     120     |         106          |            68           | 4.970134863712533e-05  |
|     120     |         107          |            69           | 6.393628856891931e-05  |
|     120     |         108          |            68           | 9.452111454325701e-05  |
|     120     |         109          |            69           | 8.988136986007311e-05  |
|     120     |         110          |            72           | 8.446588183898263e-05  |
|     120     |         111          |            73           | 8.138728149531538e-05  |
|     120     |         112          |            72           | 7.983605444486508e-05  |
|     120     |         113          |            71           | 8.278898986757016e-05  |
|     120     |         114          |            72           |  9.33159349520013e-05  |
|     120     |         115          |            75           | 8.619667896379857e-05  |
|     120     |         116          |            76           | 8.590033692819354e-05  |
|     130     |          43          |            41           | 0.00015045646088207576 |
|     130     |          44          |            42           | 0.0001319529897514382  |
|     130     |          45          |            43           | 0.00012135541890412327 |
|     130     |          46          |            44           | 0.00010435753418525096 |
|     130     |          47          |            33           | 9.909221809556445e-05  |
|     130     |          48          |            30           | 9.025341031929784e-05  |
|     130     |          49          |            33           | 8.208037512547062e-05  |
|     130     |          50          |            32           | 9.054306291834263e-05  |
|     130     |          51          |            33           |  6.86487412728809e-05  |
|     130     |          52          |            36           | 5.7526442547230217e-05 |
|     130     |          53          |            35           | 6.532644312252922e-05  |
|     130     |          54          |            36           | 8.462845580026884e-05  |
|     130     |          55          |            37           | 5.319997698272072e-05  |
|     130     |          56          |            36           |  8.63773784173863e-05  |
|     130     |          57          |            39           | 6.246243482233016e-05  |
|     130     |          58          |            38           |  9.72193841137503e-05  |
|     130     |          59          |            37           |  8.82114715914234e-05  |
|     130     |          60          |            40           | 8.025235299867484e-05  |
|     130     |          61          |            41           | 7.311028042907008e-05  |
|     130     |          62          |            40           | 6.673490806875099e-05  |
|     130     |          63          |            41           | 9.982712921335901e-05  |
|     130     |          64          |            42           | 9.120853552620212e-05  |
|     130     |          65          |            41           |  8.36173467601703e-05  |
|     130     |          66          |            44           | 7.673527939694447e-05  |
|     130     |          67          |            45           | 7.045530099065306e-05  |
|     130     |          68          |            46           | 6.496696826732012e-05  |
|     130     |          69          |            45           | 6.517808438583073e-05  |
|     130     |          70          |            46           | 8.651492612241768e-05  |
|     130     |          71          |            47           | 7.991846159947913e-05  |
|     130     |          72          |            46           | 8.967945554706758e-05  |
|     130     |          73          |            47           | 3.926542973799879e-05  |
|     130     |          74          |            48           | 9.599693889866812e-05  |
|     130     |          75          |            47           | 8.321720335066618e-05  |
|     130     |          76          |            48           | 5.0221220766158425e-05 |
|     130     |          77          |            49           | 8.300248080053696e-05  |
